node_id,node_name,ccaa,provincia,municipio,voltage,lat,lng,technology,status,grid,capacidad_acceso_mw,potencia_instalada_mw
13091.0,PUERTO DE LA CRUZ 220,Andalucía,Cádiz,Tarifa,220.0,36.07221984291,-5.6151198921531,eolica,En curso,RdT,145.0,150.0
13091.0,PUERTO DE LA CRUZ 220,Andalucía,Cádiz,Tarifa,220.0,36.07221984291,-5.6151198921531,eolica,Puesta en servicio,RdD,,
13091.0,PUERTO DE LA CRUZ 220,Andalucía,Cádiz,Tarifa,220.0,36.07221984291,-5.6151198921531,eolica,Puesta en servicio,RdT,42.65,42.65
13091.0,PUERTO DE LA CRUZ 220,Andalucía,Cádiz,Tarifa,220.0,36.07221984291,-5.6151198921531,fotovoltaica,Con permisos,RdD,,
13091.0,PUERTO DE LA CRUZ 220,Andalucía,Cádiz,Tarifa,220.0,36.07221984291,-5.6151198921531,fotovoltaica,Con permisos,RdT,46.0,49.0
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,almacenamiento,Con permisos,RdD,19.0,19.0
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,almacenamiento,Con permisos,RdT,,47.0
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,almacenamiento,En curso,RdD,5.3,9.6
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,almacenamiento,En curso,RdT,,
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,eolica,Con permisos,RdD,,30.0
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,eolica,Con permisos,RdT,,
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,eolica,En curso,RdD,64.48,64.48
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,eolica,En curso,RdT,,
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,eolica,Puesta en servicio,RdD,7.8,7.8
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,eolica,Puesta en servicio,RdT,85.38,109.38
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,fotovoltaica,Con permisos,RdD,52.0,67.0
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,fotovoltaica,Con permisos,RdT,24.0,105.0
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,fotovoltaica,Puesta en servicio,RdD,9.94,9.94
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,fotovoltaica,Puesta en servicio,RdT,88.03,102.39
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,hibridacion,Con permisos,RdD,30.0,
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,hibridacion,Con permisos,RdT,64.0,
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,hibridacion,Puesta en servicio,RdD,,
12756.0,EL ZUMAJO 220,Andalucía,Cádiz,Vejer de la Frontera,220.0,36.297780214169,-5.9893641649141,hibridacion,Puesta en servicio,RdT,24.0,
6676.0,ALMODOVAR DEL RIO 220,Andalucía,Córdoba,Almodóvar del Río,220.0,37.750799286373,-5.0202174743246,almacenamiento,Con permisos,RdD,,
6676.0,ALMODOVAR DEL RIO 220,Andalucía,Córdoba,Almodóvar del Río,220.0,37.750799286373,-5.0202174743246,almacenamiento,Con permisos,RdT,56.0,145.0
